NOMBRE,GENEROS,bytesfiles,sampleratefiles,totalsamplesfiles,durationfiles
LA ORQUESTA DE MI TIERRA.mp3,Salsa,3992767,44100,10931329,247.9
La Orquesta Esta Borracha-Conjunto Century.mp3,Salsa,3073780,44100,8463159,191.9
La Otra.mp3,Salsa,5321358,44100,14413823,326.8
LA PACHANGA  - DIEGO TIBIRI.mp3,Pachanga,5341170,44100,11777280,267.1
La Pachanga - Celia Crúz.mp3,Guaracha,3568662,44100,9673343,219.4
LA PACHANGA AMOR - JOE QUIJANO.mp3,Pachanga,2846508,44100,6276550,142.3
La Pachanga Amor.mp3,Pachanga,2328244,44100,6371711,144.5
La Pachanga De Lao.mp3,Pachanga,2797591,44100,7330175,166.2
La Pachanga Del Amor.mp3,Pachanga,2925901,44100,6338303,143.7
La Pachanga Del Futbol - Carlos Argentino Torres.mp3,Pachanga,2296423,44100,6166657,139.8
La Pachanga Del Futbol.mp3,Pachanga,4028996,44100,7294462,165.4
La Pachanga Esta De Moda.mp3,Pachanga,2869093,44100,7527167,170.7
La Pachanga Que No Cansa.mp3,Pachanga,3007001,44100,7907328,179.3
LA PACHANGA SE BAILA ASI - JOE QUIJANO.mp3,Pachanga,2957518,44100,8145207,184.7
La Pachanga Se Baila Asi.mp3,Pachanga,3736204,44100,8125057,184.2
La Pachanga Se Baila Así.mp3,Pachanga,3037234,44100,8157312,185
La Pachanga.mp3,Pachanga,5491841,44100,11804545,267.7
La Paga Con Otro.mp3,Salsa,6289299,44100,11447800,259.6
La Palabra Amigo - José Bello Y Su Orq.mp3,Salsa,5796071,44100,12650111,286.9
La Palabra Amigo.mp3,Salsa,4565579,44100,12420864,281.7
La Palomita.mp3,Son Cubano,3949413,44100,10655999,241.6
La Pandereta.mp3,Salsa,4869359,44100,13176592,298.8
La Pantea Mambo.mp3,Salsa,6125943,44100,16617599,376.8
La Pantera Mambo.mp3,Salsa,15086653,48000,18042624,375.9
La Papa Caliente.mp3,Salsa,7865360,44100,21382271,484.9
La Pared.mp3,Bolero Tradicional,2631379,44100,7045631,159.8
La Parranda Fania.mp3,Guaracha,5748708,44100,12652416,286.9
La Pasion Y Vida - Anthony Colon.mp3,Salsa,4567551,44100,12426040,281.8
La Patrona De Cuba.mp3,Guaracha,4521714,44100,12299903,278.9
La Pegadita - Andy Montañéz.mp3,Salsa,5226966,44100,11522759,261.3
La Pela - The Lebron Brothers.mp3,Pachanga,4129990,44100,8976383,203.5
La Pelota.mp3,Salsa,7470378,44100,13617018,308.8
La Pena.mp3,Pachanga,3455226,44100,9302399,210.9
La Perdiste.mp3,Salsa,7453327,44100,13586686,308.1
La Perla.mp3,Salsa,5349063,44100,14489857,328.6
La Pintura Blanca Miguelito Y Tito Puente.mp3,Salsa,2210844,44100,5930496,134.5
La Piquiña - Gran Combo.mp3,Merengue,2837703,44100,7809407,177.1
La Pitita.mp3,Salsa,2588234,44100,6969603,158
La Pluma.mp3,Salsa,4038986,44100,10968307,248.7
La Prangana.mp3,Guaracha,2844410,44100,7675776,174.1
La Preocupacion - Gran Combo.mp3,Salsa,4197335,44100,11556865,262.1
La Primera Dama.mp3,Salsa,6492215,44100,11820669,268
La Primera Noche - Maelo Ruiz.mp3,Salsa,4653748,44100,12814848,290.6
La Primera Noche.mp3,Salsa,4430567,44100,11973889,271.5
La Primera Rumbera.mp3,Guaracha,10039763,44100,11016576,249.8
La Primera Vez (1).mp3,Salsa,4517179,44100,12252672,277.8
La Primera Vez (2).mp3,Salsa,3568496,44100,9832321,223
La Primera Vez- Hildemaro.mp3,Salsa,3582158,44100,9869751,223.8
La Primera Vez.mp3,Salsa,3458698,44100,9527039,216
La Princesa.mp3,Merengue,3641343,44100,10024104,227.3
La Puerta De Alcalá.mp3,Salsa,7337355,44100,13373566,303.3
LA PUERTA DE HIERRO - Juan Vicente Zambrano.mp3,Salsa,4743568,44100,12911617,292.8
La Puerta Del Dolor-Willie Rodriguez.mp3,Salsa,3696917,44100,10160687,230.4
La Puerta.mp3,Bolero Tradicional,4075297,44100,11069569,251
La Que Me Quita Y No Me Da - Frankie Ruíz.mp3,Salsa,5727111,44100,12498048,283.4
La Que Me Quita Y No Me Da.mp3,Salsa,4463332,44100,12138624,275.3
La Quiero - Anthony Crúz.mp3,Salsa,6022818,44100,13150080,298.2
La Quiero A Morir - Dlg.mp3,Salsa,3715981,44100,13439232,304.7
LA QUIERO A MORIR - SERGIO VARGAS.mp3,Merengue,6014223,44100,13258822,300.7
La Quiero A Morir.mp3,Salsa,7961685,44100,13709567,310.9
La Rareza (Pachanga) - Gran Combo - Andy Montañez.mp3,Pachanga,2859907,44100,7870464,178.5
La Razon De Mi Vida - Johnny Rivera.mp3,Salsa,5337890,44100,11639807,263.9
La Realidad - Angel Canales.mp3,Salsa,5592728,44100,15249593,345.8
La Realidad - Bobby Valentin.mp3,Salsa,3366548,44100,9115776,206.7
La Rebelión.mp3,Salsa,6964925,44100,12689277,287.7
La Receta De Amor.mp3,Salsa,9941469,44100,10957825,248.5
La Reina De La Discoteca-Andy Caicedo.mp3,Salsa,8481703,48000,10165495,211.8
La Reina Del Guaguanco - Bienvenido Granda.mp3,Pachanga,2837506,44100,7817472,177.3
La Resolucion - Van Van.mp3,Salsa,6424580,44100,17544959,397.8
La Responsabilidad - Orq Harlow.mp3,Salsa,5392043,44100,14698367,333.3
La Retirada - Hector Lavoe.mp3,Bolero Tradicional,3173331,44100,8734465,198.1
La Reunion.mp3,Salsa,4529738,44100,12326399,279.5
La Rina.mp3,Salsa,14143360,44100,15540479,352.4
La Rueda - Frankie Ruiz.mp3,Salsa,6193031,44100,16906752,383.4
LA RUEDA - La Solución.mp3,Salsa,6136187,44100,16750081,379.8
LA RUEDA - MANOLIN MOREL.mp3,Pachanga,2899767,44100,7979322,180.9
La Rueda Vuelve A Rodar.mp3,Salsa,5102386,44100,13900033,315.2
La Rueda.mp3,Salsa,9335859,44100,16844541,382
La Rumba Buena.mp3,Salsa,5428650,44100,9834625,223
La Rumba Es Mejor - Celia Cruz.mp3,Guaracha,2640375,44100,7114752,161.3
LA RUMBA ES MIA.mp3,Salsa,4640687,44100,12784896,289.9
La Rumba Esta Buena.mp3,Salsa,24123769,44100,26530787,601.6
La Rumba Me Llama.mp3,Son Cubano,5096764,44100,13714560,311
La Rumba Te Espera - Bobby Valentin.mp3,Salsa,3357778,44100,9091584,206.2
La Rumba Te Llama - Gilberto Sextet.mp3,Salsa,2674009,44100,7206913,163.4
La Rumba Tiene Valor  -Daniel Santos.mp3,Guaracha,4659228,44100,10143359,230
La Ruñidera - Federico.mp3,Salsa,3314723,44100,8972928,203.5
LA RUÑIDERA - NACHO SANABRIA.mp3,Salsa,3667466,44100,10102456,229.1
La Ruñidera.mp3,Salsa,3640469,44100,9965952,226
La Rutina Y El Sabor.mp3,Salsa,4319886,44100,7828990,177.5
La Salsa De Hoy - Gran Combo.mp3,Salsa,3473847,44100,9562751,216.8
La Salsa De Hoy.mp3,Salsa,6394334,44100,12236972,277.5
La Salsa Dest Pas Complique - Camilo Azuquita.mp3,Salsa,3666660,44100,9942913,225.5
La Salsa Se Impone.mp3,Salsa,6566822,44100,11957757,271.2
La Semana Entera (Bolero) - Orq Harlow.mp3,Bolero Tradicional,4234728,44100,11508479,261
La Sirena.mp3,Salsa,6597180,44100,7208063,163.4
La Sitiera.mp3,Son Cubano,5838071,44100,10699776,242.6
La Sociedad Te Corrompe.mp3,Pachanga,5351878,44100,14592384,330.9
La Soledad  -Carlitos Rey.mp3,Salsa,4057294,44100,11177272,253.5
La Soledad - Diana.mp3,Salsa,5865025,44100,12802177,290.3
La Soledad - Dlg.mp3,Salsa,3703756,44100,13394306,303.7
La Soledad - Ismael Rivera.mp3,Salsa,10074337,48000,12083953,251.7
La Soledad Es Mala Consejera.mp3,Salsa,12982306,48000,15517440,323.3
La Soledad.mp3,Salsa,3130501,44100,8625023,195.6
LA SOLUCION DE LA SALSA - SOCIEDAD 76.mp3,Salsa,3898180,44100,10738361,243.5
La Sombra - Angel Canales.mp3,Salsa,7255483,44100,15868102,359.8
La Sombra De Tu Amor.mp3,Salsa,3731786,44100,10122623,229.5
La Sombra Loca.mp3,Salsa,7191898,44100,13106301,297.2
La Sopa -  'siempre Vivire Celia Cruz' - Jam.mp3,Salsa,3860405,44100,10476283,237.6
La Sopa En Botella - Celia Cruz - Sonora.mp3,Salsa,2641943,44100,7251837,164.4
LA SOPA EN BOTELLA - CELIA CRUZ.mp3,Salsa,3205346,44100,7058688,160.1
La Sopa En Botella (1).mp3,Salsa,5109792,44100,13919261,315.6
La Sopa.mp3,Guaracha,3607208,44100,9779329,221.8
La Sopita En Botella.mp3,Salsa,7362942,44100,13420797,304.3
La Sospecha.mp3,Salsa,4469125,44100,12154886,275.6
La Sospecha-Son Decali.mp3,Salsa,4462751,44100,12133431,275.1
La Suegra.mp3,Merengue,4584324,44100,12472704,282.8
La Suerte Mia-Guayacan.mp3,Salsa,4796772,44100,13209177,299.5
La Temeridad.mp3,Salsa,8784188,44100,16138358,365.9
La Temeridad-Impacto Crea.mp3,Salsa,5880967,44100,16180475,366.9
La Temperatura - Hnos Lebrón.mp3,Guajira,4718895,44100,12843648,291.2
La Temperatura-Pedro Brull Ft Los Hermanos Lebron.mp3,Guajira,4218204,44100,11617335,263.4
La Tienes Tu  - Oscar D' Leon.mp3,Salsa,3578701,44100,9700991,220
La Tierra No Es Pa' La Guerra - Fania All Star - Jhonny Pacheco.mp3,Salsa,5215221,44100,14211071,322.2
La Timba Gorda.mp3,Salsa,7890786,44100,8634240,195.8
La Tinajita - Bobby Valentin.mp3,Salsa,4375501,44100,11896703,269.8
La Titimania - Van Van.mp3,Salsa,4758595,44100,12953088,293.7
La Toalla.mp3,Salsa,4649458,44100,10121473,229.5
La Toalla-Junior Gonzalez.mp3,Salsa,3622513,44100,9955611,225.8
La Traidora  - Celia Cruz.mp3,Guaracha,2118239,44100,7567486,171.6
La Traidora - Willie Rodríguez Con Sm.mp3,Salsa,2715634,44100,7322113,166
La Traidora.mp3,Salsa,2644639,44100,7125121,161.6
La Tribu De San Fernando.mp3,Guaracha,3710071,44100,10222261,231.8
La Trova  Pedro Ibañez.mp3,Son Cubano,3603462,44100,9768960,221.5
La Tusa   Integracion Casanova.mp3,Salsa,4637514,44100,12753207,289.2
La Ultima Cancion  - Polo Montañez.mp3,Bolero Tradicional,3392046,44100,9186049,208.3
La Ultima Cancion.mp3,Bolero Tradicional,3484416,44100,9438337,214
La Ultima Carta.mp3,Bolero Tradicional,3397275,44100,9200440,208.6
La Ultima Copa - Andy Montañéz.mp3,Salsa,7080406,44100,19511993,442.4
LA ULTIMA COPA.mp3,Bolero Tradicional,3877702,44100,8545535,193.8
La Ultima Llamada - Tito Gómez.mp3,Salsa,4247428,44100,11544192,261.8
LA ULTIMA RUMBA - HENRI FIOL.mp3,Salsa,6050656,44100,13341696,302.5
La Unica.mp3,Salsa,3893503,44100,10502784,238.2
La Va A Apagar.mp3,Salsa,5522743,44100,15056641,341.4
La Vara Y La Moneda.mp3,Son Montuno,7056767,44100,19285633,437.3
La Vecina - Frankie Ruiz.mp3,Salsa,4985129,44100,13577472,307.9
La Vecina.mp3,Salsa,4950638,44100,13481855,305.7
La Ventana - Gabino Pampini.mp3,Salsa,3146698,44100,8509823,193
La Ventanita - Mickey Taveras.mp3,Merengue,5750625,44100,12549888,284.6
LA VENTANITA - SERGIO VARGAS.mp3,Merengue,5689782,44100,12543429,284.4
La Verdad - Frankie Hernandez.mp3,Salsa,6121740,44100,16709760,378.9
La Verdad - Hector Lavoe.mp3,Salsa,5274825,44100,14526719,329.4
La Verdad De Mi Verdad.mp3,Bolero Tradicional,3399079,44100,9205632,208.7
La Verdad.mp3,Salsa,9282257,44100,16947002,384.3
La Verdadera Razon.mp3,Salsa,8781365,48000,10476288,218.3
La Vi Partir.mp3,Salsa,4424656,44100,11957759,271.2
La Vibora - Bobby Valentin.mp3,Salsa,4189926,44100,11385217,258.2
La Vibora.mp3,Salsa,6222596,44100,11431433,259.2
La Vida  - Naty Y Su Orq.mp3,Salsa,5561915,44100,15167230,343.9
La Vida (2).mp3,Salsa,9686656,48000,11562624,240.9
La vida es bonita.mp3,Salsa,6199296,44100,17031166,386.2
La Vida Es Un Carnaval - Celia Cruz.mp3,Salsa,4458792,44100,12125951,275
La Vida Es Un Carnaval.mp3,Salsa,4513209,44100,12433535,281.9
La Vida Es Un Sueño - Federico.mp3,Bolero Tradicional,3225288,44100,8726401,197.9
La Vida Es Un Sueño.mp3,Bolero Tradicional,3193712,44100,8796671,199.5
La Vida Es Una Caja De Sorpresas - Angel Canales.mp3,Salsa,6915891,44100,18899127,428.6
La Vida Es Una Caja De Sorpresas (En Vivo).mp3,Salsa,7485296,44100,20465848,464.1
La Vida Loca.mp3,Salsa,10194523,48000,12172032,253.6
La Vida No Es Tan Tan.mp3,Salsa,6857294,44100,18737280,424.9
La Vida Se Pasa A Mil-La 33.mp3,Salsa,4296747,44100,11813968,267.9
La Vieja Voladora (Navidad) - Gran Combo.mp3,Salsa,2738263,44100,7535232,170.9
La Voz - La Conspiración.mp3,Salsa,6940804,44100,15174144,344.1
La Voz De La Experiencia.mp3,Salsa,6971887,44100,12701950,288
La Voz.mp3,Salsa,3027003,44100,10907135,247.3
La Vuelta Al Mundo - Hnos Lebrón.mp3,Salsa,4885452,44100,10642177,241.3
La Yerva Brava.mp3,Son Cubano,4931271,44100,13428863,304.5
La_Banda.mp3,Salsa,4629728,48000,11669760,243.1
Laborando.mp3,Salsa,6845245,44100,12469246,282.7
Ladron De Tu Amor.mp3,Salsa,4980424,44100,13523587,306.7
Lady In Red.mp3,Salsa,4452355,44100,12062593,273.5
Lady.mp3,Salsa,6753184,44100,18601821,421.8
Lagrimas De Hombre.mp3,Bolero Tradicional,2661386,44100,7172352,162.6
Lagrimas De Un Preso - La Conspiración.mp3,Salsa,5483171,44100,11960063,271.2
Lagrimas Negras - Celia Cruz.mp3,Salsa,3052483,44100,8250625,187.1
Lagrimas Negras Cesaria Evora.mp3,Bolero Tradicional,4871211,44100,13260672,300.7
Lagrimas Negras.mp3,Salsa,3743531,44100,8251776,187.1
Lágrimas Negras.mp3,Bolero Tradicional,2874927,44100,7761024,176
Lagrimas Y Tristezas - Justo Betancourt.mp3,Bolero Son,3416327,44100,7402752,167.9
Lagrimas Y Tristezas.mp3,Bolero Tradicional,3133608,44100,8474110,192.2
Lagrimas.mp3,Salsa,6768517,44100,18536831,420.3
Lalle Lalle.mp3,Son Montuno,2150208,44100,5763457,130.7
Lamento - Gran Combo.mp3,Bolero Tradicional,3177916,44100,8747136,198.3
Lamento Borincano - Daniel Santos Y Pedro Flores.mp3,Bolero Tradicional,5787196,44100,12630529,286.4
Lamento Borincano [Salsa Version].mp3,Salsa,12156705,44100,13336753,302.4
Lamento Borincano.mp3,Bolero Son,5503478,44100,14912641,338.2
LAMENTO CAMPESINO.mp3,Salsa,5787648,44100,15945984,361.6
Lamento Cubano.mp3,Guajira,2315264,44100,6216193,141
Lamento De Amor.mp3,Salsa,4398016,44100,11958911,271.2
Lamento De Concepcion.mp3,Salsa,6540518,44100,18021305,408.6
lamento de conseccion.mp3,Salsa,4974218,44100,13704191,310.8
Lamento De Un Guajiro.mp3,Salsa,12424572,48000,14848128,309.3
Lamento De Un Hijo - Cuco Valoy.mp3,Salsa,4399983,44100,11964672,271.3
Lamento De Un Hijo.mp3,Son Cubano,11174453,48000,13404096,279.3
Lamento Guajiro - Cheo Feliciano.mp3,Bolero Tradicional,3562401,44100,9656064,219
Lamento Guajiro.mp3,Salsa,5064591,44100,13710519,310.9
Lamento Jibaro - Gran Combo.mp3,Salsa,3264030,44100,8984449,203.7
Lamento Jibaro.mp3,Son Cubano,3365080,44100,9111735,206.6
Lamento Naufrago.mp3,Pachanga,2704008,44100,7288705,165.3
Lana.mp3,Salsa,4579294,44100,12530304,284.1
Laran Laran  -Daniel Santos.mp3,Guaracha,3093031,44100,8362369,189.6
Larga Distancia- Andy Montañez.mp3,Salsa,4572391,44100,12594144,285.6
Larry Harlow - Ven Rumbero Ven.mp3,Salsa,10868203,48000,13036608,271.6
LAS BRISAS DE MI BORINQUEN.mp3,Salsa,5271552,44100,14525567,329.4
Las Cabañuelas - Joe Y Fruko.mp3,Salsa,4763508,44100,12965756,294
Las Cabañuelas.mp3,Salsa,5954406,44100,12999167,294.8
Las Cajas - Joe Arroyo.mp3,Salsa,3424424,44100,9275903,210.3
Las Calaveras.mp3,Salsa,5812822,44100,12686977,287.7
LAS CALEÑAS - PASTOR LOPEZ.mp3,Pachanga,3963504,44100,8739526,198.2
Las Caleñas Son Como Las Flores.mp3,Salsa,3871446,44100,10481807,237.7
Las Caras Lindas - Ismael Rivera.mp3,Son Cubano,17288720,48000,20741214,432.1
Las Caras Lindas.mp3,Guajira,7054545,44100,19161216,434.5
Las Cosas Son Como Son.mp3,Salsa,6273496,44100,13655808,309.7
Las Cosas Son Somo Son.mp3,Salsa,12477411,48000,14911488,310.7
Las Costumbres - Orq Zodiac.mp3,Salsa,3403657,44100,9218303,209
Las Creencias - Gran Combo.mp3,Salsa,4624067,44100,12733056,288.7
Las Creencias.mp3,Salsa,8359936,44100,18779416,425.8
Las Cuarenta.mp3,Bolero Tradicional,7677388,48000,9151488,190.7
LAS CUARENTAS.mp3,Bolero Tradicional,5428168,44100,11964312,271.3
Las Divorciadas.mp3,Salsa,6303523,44100,11472843,260.2
Las Flores Del Campo - Hector Lavoe.mp3,Guaracha,5924356,44100,16316928,370
Las Frutas Y Mi Son Cubano.mp3,Guaracha,7044400,44100,7701119,174.6
Las Hojas Blancas - Gran Combo.mp3,Salsa,4624075,44100,12733056,288.7
Las Hojas Blancas.mp3,Salsa,23367566,48000,27979776,582.9
Las Huellas De Tu Cuerpo - Edgar Joel.mp3,Salsa,5928251,44100,12941568,293.5
Las Ingratitudes.mp3,Pachanga,2948500,44100,7963776,180.6
Las Llaves De Mi Ciudad - Pedro Arroyo.mp3,Salsa,4201952,44100,11569536,262.3
Las Malas Lenguas - Federico.mp3,Salsa,3372407,44100,9131903,207.1
Las Malas Lenguas.mp3,Salsa,4171767,44100,11486085,260.5
Las Matanceras Son.mp3,Guaracha,3374726,44100,7310592,165.8
Las Muchachas - Carlos Argentino - Sonora.mp3,Guaracha,2830336,44100,7797883,176.8
Las Muchachas - Carlos Argentino.mp3,Guaracha,3591365,44100,7788673,176.6
Las Muchachas De Chachacha.mp3,Guaracha,2891660,44100,7805954,177
Las Muchachas Del Cha Cha Cha - Bienvenido Granda - Sonora.mp3,Guaracha,2838528,44100,7818621,177.3
Las Muchachas Del Chachacha - Bienvenido Granda.mp3,Guaracha,2837506,44100,7817472,177.3
Las Muchachas.mp3,Guaracha,4715604,44100,12834431,291
Las Muchachitas Del Cha Cha Cha.mp3,Salsa,4576095,44100,12447928,282.3
Las Mujeres Estan De Moda.mp3,Salsa,12483106,44100,13760867,312
Las Mujeres Están De Moda.mp3,Salsa,7583939,44100,13826680,313.5
Las Mujeres Sin Conciencia.mp3,Son Cubano,2736617,44100,7379713,167.3
Las Mujeres Son.mp3,Salsa,4809292,44100,13092480,296.9
Las Mujeres.mp3,Salsa,4817590,44100,13115519,297.4
Las Muyeres Son.mp3,Salsa,10518659,44100,11531519,261.5
Las Nenas.mp3,Guajira,5952164,44100,10934514,247.9
Las Perlas De Tu Boca.mp3,Bolero Tradicional,3098575,44100,8377343,190
Las Perras De Teresa.mp3,Guaracha,6465198,44100,11770270,266.9
Las Piedras Cantan - Hnos Lebron.mp3,Salsa,5339460,44100,11643264,264
Las Piedras Cantan.mp3,Salsa,10473877,48000,12507264,260.6
Las Pilanderas - Celia Cruz Y Matilde Díaz.mp3,Salsa,3864560,44100,10488912,237.8
Las Puertas De Mi Casa.mp3,Salsa,3152766,44100,8526520,193.3
Las Quejas De Cada Cual.mp3,Salsa,13844423,48000,16551936,344.8
Las Tres Son Caribe.mp3,Salsa,4969541,44100,13450166,305
Las Vacaciones.mp3,Guaracha,11226069,44100,12311423,279.2
Late In The Evening  Tarde En La Noche.mp3,Salsa,10090666,44100,11122560,252.2
Latigazo.mp3,Son Cubano,5431909,44100,9871485,223.8
LATIN DIMENSIONS - COMPARACION.mp3,Salsa,2822983,44100,7774849,176.3
LATIN DIMENSIONS - DRACULITA.mp3,Son Montuno,4539959,44100,12507264,283.6
LATIN DIMENSIONS - GUAJIRO.mp3,Guajira,2759453,44100,7599745,172.3
LATIN DIMENSIONS - MI GUAJEO.mp3,Guajira,3221716,44100,8873857,201.2
LATIN DIMENSIONS - RI-KITA-TUN.mp3,Salsa,3298620,44100,9085824,206
LATIN DIMENSIONS - RITMO CALIENTE.mp3,Salsa,2688818,44100,7405057,167.9
LATIN DIMENSIONS - SON.mp3,Guajira,3731208,44100,10278144,233.1
LATIN DIMENSIONS - TUMBANDO CAÑA.mp3,Pachanga,3830682,44100,10552320,239.3
Latin Legend Theme - Orq Harlow - Ray Barreto.mp3,Salsa,7298801,44100,19953792,452.5
Latino.mp3,Salsa,3967686,44100,10775223,244.3
Latinos En Estados Unidos.mp3,Salsa,8565290,44100,15628786,354.4
Laura No Esta.mp3,Salsa,4863259,44100,13120130,297.5
Le Conte - Alex D'castro.mp3,Salsa,4504224,44100,12250933,277.8
Le Dicen Papa - Gran Combo.mp3,Salsa,4206526,44100,11582209,262.6
Le Dije Que No.mp3,Salsa,12916906,44100,14175586,321.4
Le Dio Con La Sarten - Celio Gonzalez.mp3,Guaracha,2616559,44100,7049087,159.8
Le Dio Con La Sarten.mp3,Guaracha,2564841,44100,6905090,156.6
Le Gustan Los Marineros  -Daniel Santos.mp3,Salsa,2190239,44100,5874048,133.2
Le Gusto.mp3,Salsa,6664059,44100,12136318,275.2
Le Sumba El Mango - Polo Montañez.mp3,Salsa,3599770,44100,9758591,221.3
Le Zumba El Mango.mp3,Guaracha,4250535,44100,11549953,261.9
Leah - Mongo Santa Maria.mp3,Salsa,6914022,44100,18893953,428.4
Lejos De Ti - Angel Canales.mp3,Salsa,4176168,44100,11347765,257.3
Lejos De Ti - Miles Pena.mp3,Salsa,4445541,44100,12090241,274.2
Lejos De Ti (1).mp3,Salsa,5593226,44100,12163098,275.8
Lejos de ti.mp3,Salsa,11176324,44100,12316958,279.3
Lento Sin Pausa - Pedro Arroyo.mp3,Salsa,4820098,44100,13273345,301
Lento Y Sin Pausa.mp3,Salsa,7359280,44100,13413886,304.2
Lento.mp3,Salsa,4342021,44100,11772288,266.9
Leonor.mp3,Salsa,13350953,48000,15959808,332.5
Let It Be.mp3,Salsa,5114559,44100,14085361,319.4
Let's Make Up.mp3,Salsa,7562213,44100,11817216,268
Levanta Borinquen  -Daniel Santos.mp3,Bolero Tradicional,2974748,44100,8036351,182.2
Libro De Amo.mp3,Salsa,5518701,44100,15197750,344.6
Libro De Amor - Bobby Valentin.mp3,Salsa,5472228,44100,14919551,338.3
LIBRO DE AMOR.mp3,Salsa,5470208,44100,15076224,341.9
LICOR - RIKARENA.mp3,Merengue,5294704,44100,11674822,264.7
Licor De Tu Boquita - Gran Combo.mp3,Salsa,3851272,44100,10603007,240.4
Ligh And Sweet.mp3,Salsa,2670287,44100,7218431,163.7
Limbo Rock.mp3,Salsa,4727873,44100,12946175,293.6
Limon Y Menta - Celia Cruz.mp3,Salsa,4250354,44100,11552257,262
LIMONCITO - CARLOS MUÑOZ.mp3,Pachanga,3318749,44100,7308742,165.7
Limosnero De Amor - Alberto Beltran.mp3,Bolero Tradicional,2407002,44100,6630912,150.4
Linda Caleñita - Olga Y Tony.mp3,Son Montuno,2629094,44100,7083648,160.6
Linda Caleñita.mp3,Son Montuno,2623338,44100,7066369,160.2
Linda Cubana.mp3,Guaracha,3585653,44100,7776001,176.3
Linda Graciela Baslio Repilado.mp3,Son Cubano,4268516,44100,11599488,263
Linda India - Henry Fiol.mp3,Salsa,5868421,44100,16010494,363
Linda Margarita - Bobby Valentin.mp3,Salsa,6063643,44100,16549633,375.3
Linda Minerva.mp3,Son Cubano,2945145,44100,7954560,180.4
Linda Mujer.mp3,Salsa,4265733,44100,11522305,261.3
Linda Teresa - Bobby Valentin.mp3,Salsa,5603049,44100,15280129,346.5
LINDA TERESA.mp3,Salsa,5609472,44100,15458687,350.5
Lindas Y Bellas.mp3,Salsa,9556284,44100,10482048,237.7
Lindo Amanecer.mp3,Bolero Son,2595692,44100,6991487,158.5
Lindo Omelenco.mp3,Guaracha,2825181,44100,7622784,172.9
LINDO YAMBU  - SANTIGO CERON.mp3,Guaracha,6865836,44100,15138886,343.3
Lindo Yambu - Cheo Feliciano.mp3,Salsa,4471880,44100,12162816,275.8
LINDO YAMBU.mp3,Son Montuno,5475519,44100,14995585,340
Linstead Marked  - Sonora matancera.mp3,Guaracha,2283520,44100,6292221,142.7
LINSTEAD MARKET - Johny Lopez.mp3,Guaracha,3996798,44100,9899873,224.5
Linstead Market.mp3,Guaracha,2308174,44100,6197762,140.5
Lirica Borinqueña - Gran Combo.mp3,Salsa,4301410,44100,11843711,268.6
Lisboa  Antigua.mp3,Salsa,4792250,44100,10406017,236
Listen Dos Trompetas.mp3,Guaracha,3355026,44100,7092863,160.8
Listo Medellin.mp3,Salsa,5218265,44100,14379511,326.1
Little T - Mongo Santa Maria.mp3,Bolero Tradicional,4400833,44100,11966976,271.4
Live Without You.mp3,Salsa,4633749,44100,12562560,284.9
Llamame - Hansel & Raul.mp3,Salsa,5061513,44100,11030400,250.1
Llamame - Orq Zodiac.mp3,Bolero Tradicional,3187976,44100,8623871,195.6
Llamame (1).mp3,Salsa,4148436,44100,11172096,253.3
Llamame Llamame - Luis Perico Ortiz.mp3,Salsa,4265490,44100,11593727,262.9
Llamame.mp3,Salsa,5045256,44100,10993537,249.3
Llamó Para Decirme.mp3,Salsa,8334167,44100,15205246,344.8
Llamo Para Decirte - Miles Peña.mp3,Salsa,5580718,44100,15219073,345.1
